{X: 192, Y: 144, PayloadSize: 80, Method: None, Experiment: original_144p, transmission: tcp, seq_bytes: 0, t: 0:00:07.909722, tr: 0:00:00.002001, image save only}
{X: 192, Y: 144, PayloadSize: 135, Method: None, Experiment: udp_res144p_payload_135_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:03.004255, tr: 0:00:00.002002, MSE: 28571.04123263889, SSIM: 0.057567685408021124}
{X: 192, Y: 144, PayloadSize: 140, Method: None, Experiment: udp_res144p_payload_140_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.455971, tr: 0:00:00.001003, MSE: 24756.207573784723, SSIM: 0.066705541070841}
{X: 192, Y: 144, PayloadSize: 145, Method: None, Experiment: udp_res144p_payload_145_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.602463, tr: 0:00:00.002012, MSE: 20512.12380642361, SSIM: 0.11727346288325817}
{X: 192, Y: 144, PayloadSize: 150, Method: None, Experiment: udp_res144p_payload_150_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.700175, tr: 0:00:00.001003, MSE: 26228.006401909723, SSIM: 0.06704948650812484}
{X: 192, Y: 144, PayloadSize: 155, Method: None, Experiment: udp_res144p_payload_155_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.623378, tr: 0:00:00.001998, MSE: 19195.731987847223, SSIM: 0.13322232444941282}
{X: 192, Y: 144, PayloadSize: 160, Method: None, Experiment: udp_res144p_payload_160_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.211150, tr: 0:00:00.001999, MSE: 19522.20681423611, SSIM: 0.13427812104344222}
{X: 192, Y: 144, PayloadSize: 165, Method: None, Experiment: udp_res144p_payload_165_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.579920, tr: 0:00:00.001999, MSE: 16649.921549479168, SSIM: 0.13908756907975872}
{X: 192, Y: 144, PayloadSize: 170, Method: None, Experiment: udp_res144p_payload_170_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.670694, tr: 0:00:00.002001, MSE: 28471.37087673611, SSIM: 0.039422795041960154}
{X: 192, Y: 144, PayloadSize: 175, Method: None, Experiment: udp_res144p_payload_175_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:03.198264, tr: 0:00:00.003002, MSE: 25294.08615451389, SSIM: 0.09132704477521304}
{X: 192, Y: 144, PayloadSize: 180, Method: None, Experiment: udp_res144p_payload_180_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.907718, tr: 0:00:00.003000, MSE: 25885.192491319445, SSIM: 0.0612265986867201}
{X: 192, Y: 144, PayloadSize: 185, Method: None, Experiment: udp_res144p_payload_185_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.903369, tr: 0:00:00.002000, MSE: 26709.167100694445, SSIM: 0.06296320548329223}
{X: 192, Y: 144, PayloadSize: 190, Method: None, Experiment: udp_res144p_payload_190_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:03.098814, tr: 0:00:00.002001, MSE: 27310.890190972223, SSIM: 0.11446647968118016}
{X: 192, Y: 144, PayloadSize: 195, Method: None, Experiment: udp_res144p_payload_195_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:03.006449, tr: 0:00:00.002001, MSE: 45643.017469618055, SSIM: 0.10572399454100487}
{X: 192, Y: 144, PayloadSize: 200, Method: None, Experiment: udp_res144p_payload_200_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.870249, tr: 0:00:00.003017, MSE: 82842.57628038194, SSIM: 0.1027517428604076}
{X: 192, Y: 144, PayloadSize: 205, Method: None, Experiment: udp_res144p_payload_205_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.383110, tr: 0:00:00.001999, MSE: 22199.713216145832, SSIM: 0.13422013092656224}
{X: 192, Y: 144, PayloadSize: 210, Method: None, Experiment: udp_res144p_payload_210_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.364368, tr: 0:00:00.002998, MSE: 16873.411566840277, SSIM: 0.13279511161485333}
{X: 192, Y: 144, PayloadSize: 215, Method: None, Experiment: udp_res144p_payload_215_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.197230, tr: 0:00:00.000998, MSE: 24924.49045138889, SSIM: 0.09371518594390423}
{X: 192, Y: 144, PayloadSize: 220, Method: None, Experiment: udp_res144p_payload_220_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.149843, tr: 0:00:00.002998, MSE: 18419.47048611111, SSIM: 0.1361732658820514}
{X: 192, Y: 144, PayloadSize: 225, Method: None, Experiment: udp_res144p_payload_225_sleep_0.012, transmission: udp, seq_bytes: 1, t: 0:00:02.351625, tr: 0:00:00.003000, MSE: 17402.118815104168, SSIM: 0.14016236029688822}
{X: 192, Y: 144, PayloadSize: 230, Method: None, Experiment: udp_res144p_payload_230_sleep_0.012, transmission: udp, seq_bytes: 1{X: 192, Y: 144, PayloadSize: 80, Method: None, Experiment: original_144p, transmission: tcp, seq_bytes: 0, t: 0:00:07.465694, tr: 0:00:00.001000, image save only}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG, Experiment: tcp_res144p_compr_JPEG_qual_95, transmission: tcp, seq_bytes: 0, t: 0:00:07.446279, tr: 0:00:00.000997, MSE: 0.0, SSIM: 1.0}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG, Experiment: udp_res144p_compr_JPEG_qual_95, transmission: udp, seq_bytes: 2, t: 0:00:03.701338, tr: 0:00:00.001999, MSE: 0.0, SSIM: 1.0}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG, Experiment: tcp_res144p_compr_JPEG_qual_85, transmission: tcp, seq_bytes: 0, t: 0:00:04.944048, tr: 0:00:00.000999, MSE: 72.80620659722223, SSIM: 0.9532762825101463}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG, Experiment: udp_res144p_compr_JPEG_qual_85, transmission: udp, seq_bytes: 2, t: 0:00:02.405330, tr: 0:00:00.000997, MSE: 72.80620659722223, SSIM: 0.9532762825101463}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-2000, Experiment: tcp_res144p_compr_JPEG-2000_qual_95, transmission: tcp, seq_bytes: 0, t: 0:00:07.828529, tr: 0:00:00.002002, MSE: 0.0, SSIM: 1.0}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-2000, Experiment: udp_res144p_compr_JPEG-2000_qual_95, transmission: udp, seq_bytes: 2, t: 0:00:03.794795, tr: 0:00:00.004000, MSE: 0.0, SSIM: 1.0}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-2000, Experiment: tcp_res144p_compr_JPEG-2000_qual_85, transmission: tcp, seq_bytes: 0, t: 0:00:07.175456, tr: 0:00:00.001999, MSE: 0.0, SSIM: 1.0}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-2000, Experiment: udp_res144p_compr_JPEG-2000_qual_85, transmission: udp, seq_bytes: 2, t: 0:00:03.692579, tr: 0:00:00.002000, MSE: 0.0, SSIM: 1.0}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-LS, Experiment: tcp_res144p_compr_JPEG-LS_qual_95, transmission: tcp, seq_bytes: 0, t: 0:00:07.180405, tr: 0:00:00.003000, MSE: 137.93091724537038, SSIM: 0.933243095923356}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-LS, Experiment: udp_res144p_compr_JPEG-LS_qual_95, transmission: udp, seq_bytes: 2, t: 0:00:03.696473, tr: 0:00:00.002999, MSE: 137.93091724537038, SSIM: 0.933243095923356}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-LS, Experiment: tcp_res144p_compr_JPEG-LS_qual_85, transmission: tcp, seq_bytes: 0, t: 0:00:02.717127, tr: 0:00:00.001999, MSE: 1045.7662760416667, SSIM: 0.6520033313748211}
{X: 192, Y: 144, PayloadSize: 80, Method: JPEG-LS, Experiment: udp_res144p_compr_JPEG-LS_qual_85, transmission: udp, seq_bytes: 2, t: 0:00:01.394743, tr: 0:00:00.000999, MSE: 1045.7662760416667, SSIM: 0.6520033313748211}
